prompt,title,essay,competence,score
82,O melhor custo-benefício,"['Imagine a seguinte cena: uma idosa, que há muito sofre com dores pelo corpo, árdua e dolorosamente se dirige à caixinha de remédios e ingere uma cavalar dose do seu tradicional fármaco na tentativa de banir sua dor. A dose é tão elevada que incorre em drásticos problemas para o organismo da vítima. O que parece ser algo pouco provável de se acontecer\xa0tem uma frequência elevada em nosso país. Em dias atuais, a realidade demonstra que pela falta de informação pública e até por conta de comodismo pela facilidade de se tomar as pílulas na caixa de remédios, o indivíduo gera uma autodependência por compostos da indústria farmacêutica, ou seja, algo difícil de se engolir com toda a medicina alternativa que se expande no século presente.', 'Para comprovar que o brasileiro está cada vez mais “escravo” de suas necessidades químicas, basta recorrer à análise de alguns dados clínicos e numéricos. Segundo a Agência Nacional de Vigilância Sanitária (Anvisa), os maiores responsáveis por intoxicação são analgésicos, antitérmicos e antiinflamatórios . Outro dado alarmante: o Instituto de Ciência, Tecnologia e Qualidade (ICTQ) expôs que \xa0\xa0a cada 100 brasileiros, cerca de 76 admitem que realizam a automedicação e, como fator ainda mais prejudicial, 32% destes afirmaram tomar mais de uma pílula a fim de potencializar o efeito do remédio, basicamente, a sociedade se encaminha para uma overdose de problemas.', 'Na expectativa de se combater a automedicação e evitar problemas de saúde futuros, a necessidade de adotar uma medida é urgente. Para tanto, uma parceria entre o Ministério da Saúde e as redes sociais seria bem vista e vinda .\xa0 A função do Ministério seria a formulação de cartilhas sobre o perigo de se tomar remédios sem a prescrição médica, além de instruções (abrangendo a medicina alternativa) que ensinam métodos e preparos de receitas com compostos naturais que têm benefício sobre determinado mal-estar. Como a campanha será via internet (nas redes sociais), o custo será mínimo e a conscientização será máxima.', 'Partindo dessa tática, uma grande parcela das filas que ocupam o Sistema Único de Saúde (SUS) seria dispensada \xa0\xa0já que é grande o número de pessoas vítimas de intoxicação. Dessa forma, contribuiremos para uma reeducação da sociedade brasileira e excluiremos desta o ideário de que apenas o puramente químico pode ajudar, contribuindo para que o brasileiro use de meios menos agressivos e mais baratos para a cura de seus males, tecnicamente, uma \xa0ótimo custo-benefício.']","[160, 200, 200, 200, 200]",960
43,A cultura do cancelamento nas redes sociais,"['Em 2019, Alessandra Negrini foi cancelada por se vestir de Índia no carnaval, os fãs acusaram a atriz de apropriação cultural, tal atitude resultou em altas críticas na rede e perda de patrocinadores, a famosa até se desculpou, mas já era tarde . Casos como este, estão se tornando cada vez mais frequentes, a internet que era um meio onde as pessoas podiam se expressar, agora é uma ferramenta de ódio, pois qualquer palavra ou atitude, mal interpretada pode virar contra o próprio indivíduo.', 'A cultura do cancelamento traz ao debate público a falta de um debate, já que é mais seguro sempre seguir alinhado com opinião dominante, devido a isso surge a alienação social,as pessoas passam a pensar através do senso comum, elas não discutem, e não chegam a outro tipo de conclusão, por medo de serem julgadas pela sociedade, por tal posicionamento ou atitude.', 'É perceptível, que muitos não se preocupam com a forma que pessoa cancelada reage a situação, a reação mais esperada é a de arrependimento e reflexão, mas nem sempre é isso que acontece, alguns acabam desenvolvendo doenças mentais, como a depressão, outros chegam até mesmo\xa0 se suicidar,como por exemplo,no caso da influência americana Zoe laverne,que se matou após receber várias críticas na internet.', 'Para minimizar esses cancelamento, e impedir que esse olhos continue se propagando através da internet, o governo e o inistério da egurança ública, devem divulgar sites de denúncia, como por exemplo, o Safernet, o que é um site de denúncias voltada para os direitos humanos, pônei de comerciais na televisão e até mesmo nas redes, assim haveria diminuição dos cancelamento.\xa0 Pois é preciso fazer denúncias formais e não cancelamento, ou exposições.']","[160, 160, 120, 120, 160]",720
59,,"['Desde o iluminismo, entende-se que uma sociedade só progride quando um se mobiliza com o problema do outro. No entanto, quando se observa os índices de fome e desigualdade social, no Brasil, hodiernamente, verifica-se que tal ideal iluminista é constatado apenas na teoria, e não desejavelmente na prtica, e a problemática persiste intrinsecamente ligada à realidade do país, seja pela notória desigualdade social do pas, seja pela falta de emprego. Nesse sentido, convém analisarmos as principais consequências de tais posturas negligentes para a sociedade.', 'É indubitável que a questão constitucional e sua aplicação estejam entre as causas do problema. Segundo o filosofo grego Aristóteles: ""A poltica deve ser usada de modo que, por meio da justiça, o equilíbrio seja alcançado na sociedade.""De maneira análoga, é possível perceber que, embora o Brasil tenha saído do mapa da fome no ano de 2014, os índices de fome atuais ainda são notórios. Segundo a Organização das Nações Unidas para alimentação e Agricultura (FAO), em 2017, haviam cerca de 5,2 milhões de Brasileiros passando fome, rompendo com a harmonia proposta por Aristóteles, haja vista que,a Constituição Federal garante à sociedade o direito a alimentação, saúde, trabalho e moradia.', 'Faz-se mister, ainda, salientar a grande desigualdade social como impulsionador do problema. De acordo com o Papa Francisco: ""Os direitos humanos são violados não só pelo terrorismo, a repressão e os assassinatos, mas também pela existência de extrema pobreza e estruturas econômicas injustas, que originam as grandes desigualdades.” Seguindo essa linha de pensamento, observa-se que a desigualdade social no Brasil embora tenha decaído ao longo dos anos, ainda se mantém alta, deixando o país na oitava colocação do índice de desigualdade social. A falta de emprego é um dos aliados para que tal índice ainda se mantenha alto, e os efeitos dessa postura são vistos na sociedade por meio da miséria, da favelização e da fome. Logo, é inadmissível que essa parcela da população não desfrute do bem-estar social.', 'Portanto, indubitavelmente, medidas são necessárias para conter o impasse. Destarte, o Governo, a curto prazo, deve investir em ações comunitárias visando a alimentação de pessoas que vivem na extrema pobreza, por meio de campanhas e eventos beneficentes. Já a longo prazo, cabe também ao Governo – fazendo jus às campanhas eleitorais – aumentar a oferta de emprego no país, promovendo um maior desenvolvimento econômico, além de ser o pontapé inicial para tirar várias famílias do gráfico da extrema pobreza. Como já dito pelo pedagogo brasileiro Paulo Freire: ""A educação transforma as pessoas, e essas, transformam o mundo"" Logo, o Ministério da Educação (MEC) deve instituir nas escolas, palestras ministradas por psicólogos, que discutam a importância da educação e formação acadêmica para o futuro do indivíduo em meio ao mercado de trabalho, a fim de que futuramente, o gráfico do desemprego e desigualdade social estejam bem menores, garantindo que a população desfrute do bem-estar social.']","[120, 160, 160, 120, 120]",680
47,O EAD NO BRASIL,"['O ensino à distância se tornou um dos temas mais discutidos em relação ao sistema educacional básico. O “EAD” já gerava controvérsas muito antes da crise mundial de 2020. Sua aplicação à educação pública básica é mal vista por diversos pedagogos e muitas vezes é uma forma de sucateamento do sistema educacional, mas pode ser utilizada como instrumento de democratização do ensino.', 'A linha histórica da educação não se confunde com a linha histórica da tecnologia. Por mais avançada que pareça a educação à distância, este avanço tecnológico pode não se refletir em uma evolução das práticas educacionais. Por muitos anos, o processo educacional era entendido como a transmissão de conteúdo daquele que sabe para o que não sabe. Com pedagogos como Paulo Freire, essa relação entre professor e aluno se transforma. Para ele, a educação é um processo dialético em que o educador também é educado e o educando também educa. No ensino à distância, essa relação de aprendizagem se torna insustentável e se perde, retrocedendo uma perspectiva de transmissão de conhecimento.', 'Além disso, a aprendizagem à distância , com a prerrogativa de diminuir custos dos governos, reduz aos poucos a função social das instituições escolares, que não são somente os locais onde a educação formal ocorre, mas um ambiente onde também são desenvolvidas as relações interpessoais dos educandos entre si e com os educadores, o que contribui para o processo de aprendizagem.', 'Entretanto, em outros contextos que não a educação formal básica, como em aulas online de cursinhos para vestibulares, por exemplo, o ensino à distância tem as suas vantagens. Por ser opcional e como um complemento educacional, a disponibilização de determinado conteúdo para um público amplo evidencia a função democrática dessa modalidade de ensino.', 'Assim, todas as tendências do mundo moderno para um futuro tecnológico devem contribuir, e não prejudicar a educação brasileira. O uso de instrumentos tecnológicos em sala de aula, como a utilização de computadores e internet para dar suporte e apoio à educação devem ser amplamente difundidos, mas com os cuidados necessários para não se sobreporem ao fator humano presente na educação, o que ocorre com o EAD.']","[120, 160, 80, 160, 80]",600
5,As consequências do pós-revolução verde,"['É perceptível São perceptíveis os efeitos do agrotóxico dos agrotóxicos na produção em larga escala, escala: produtos que em tese deveriam ser produzidos em certas épocas do ano são produzidos, consumidos e exportados indecente independentemente do clima, época e temperatura, mas qual seria o preço a se pagar para consumir produtos que em circunstâncias naturais não seriam produzidos?', 'O uso de agroquímicos ao longo dos anos vem sendo estudado e diretamente ligado a doenças como câncer, infertilidade e danos ao fígado, fígado. Trata-se de produtos que não estão apenas contaminando as pessoas que consomem e aplicam o veneno, mas prejudicando também rios, solos e toda a biodiversidade a sua volta.', 'O atual presidente da república, Jair Bolsonaro Bolsonaro, aprovou recentemente 62 novos tipos de pesticidas, o que comprova um seu total descaço descaso com a saúde da população e biodiversidade brasileira, apenas visando o lucro.', 'Apesar da de a economia brasileira também ser composta pela exportação de alimentos da agricultura familiar familiar, não é viável permanecer num sistema que coloca a população e a natureza em risco.', 'Tendo em vista que em circunstâncias naturais alguns alimentos não podem ser produzidos em qualquer época do ano ano, é necessário um incentivo em pesquisa para elaborar meios de produção que não contaminem as pessoas e o ambiente.', 'A produção de alimentos sem agroquímicos, respeitando o ambiente propício próprio das frutas, legumes e hortaliças hortaliças, pode incentivar o conhecimento da população em relação à a alimentos brasileiros em sua época do ano, impedindo a falta de produtos no mercado consumidor.']","[0, 0, 0, 0, 0]",0
42,(Sem título 084),"['Hoje dependemos igualmente da qualidade de ensino e do esforço individual do aluno, pois o sucesso só é conquistado deste modo.Nos dias de hoje com inúmeros casos de alunos de baixa renda, ou alunos sem apoio familiar conseguirem o tão sonhado emprego, fica claramente explícito que com determinação e esforço o sucesso é possível.Entretanto, para o sucesso ser mais facilmente alcançado a escola tem um importante papel, a escola tem como prioridade aperfeiçoar a capacidade do aluno.Logo, com boa qualidade de ensino e grande desempenho do aluno o sucesso é facilmente alcançado.']","[0, 0, 0, 0, 0]",0
63,Nem carrascos nem vitimas cidadãos consciêntes,"['As soluções para impactos ambientais causados voluntrias ou involuntariamente por grandes corporações chama-se fiscalização!\xa0\xa0O Brasil não pode mais seguir com essa negligência na fiscalização pública . No dia 25 de janeiro deste ano, a barragem da Mina Córrego do Feijão se rompeu, matando centenas de pessoas e contaminando o Rio Paraopeba, um dos afluentes do Rio São Francisco. Os rejeitos devastaram a área administrativa da mineradora, incluindo o refeitório, onde muitos trabalhadores almoçavam na hora do rompimento. Pela segunda vez o Estado de Minas gerais e o Brasil choram seus morto, por negligência e ganância da mesma empresa a Vale.', 'Quanto vale uma vida? Um rio, uma flora, uma fauna, um sonho, uma família, uma cidade e um país? Não há dinheiro nesse mundo que possa comprar uma cola,\xa0 para colar os pedaços de tudo que essa grande tragédia deix. Qual o preço da negligência alguém é capaz de calcular?\xa0\xa0Não basta s leis, não basta punição, tem que haver fiscalização. O homem não pode seguir com o progresso, sem o compromisso de seguir pelo caminho certo, do cuidado com o planeta e seus habitantes. Duas tragédias seguidas de repercussão mundial e a mesma empresa. É o acaso? Falta de sorte? O processo civilizatório não aguenta mais amador. É preciso ser profissional, para que não aconteça tragédia em cima de tragédia e povo brasileiro se acostume a isso como se natural fosse.', 'A escravidão brasileira deixou sequelas profundas na população negra desse país e a ditadura militar deixou em toda sociedade. O brasileiro é um povo pacato e submisso aos poderosos, eles votam em pessoas para tirar seus direitos e assistem a tudo isso indignados e parados. O Brasil é hoje um dos países mais violentos do mundo. E o que o brasileiro faz? Vivem trancados em verdadeiros presídios, casas e prédios com muros altos, cercas elétricas, câmaras, cachorros e até seguranças armados. Tudo para manter sua integridade física, um direito garantido a todos os cidadãos de bem deste país pela Constituição Federal.', 'Entra governo e sai governo e nada muda! Será que a culpa é da poltica ou da sociedade? Professores sendo massacrados como vilões da educação, brigando por um salário digno, sendo agredidos e ofendidos e a sociedade aceita. Será que realmente a culpa é dos políticos? Leis severas, punições e prisões nada disso mudará esse país se o povo não mudar. Só um povo consciente de seus direitos e deveres, mudará essa nação para sempre. Todo o mundo é composto de mudanças, tomando sempre novas qualidades. A solução está na mudança de todos. Nem carrascos\xa0 nem vtimas. Mas, cidadãos conscientes de seus direitos e dever.']","[120, 120, 80, 120, 80]",520
59,,"['O artigo 5º, da Constituição Federal de 1989, defende o direito pleno de qualquer cidadão. No entanto, percebe-se uma lacuna na garantia desse direito na questão da desigualdade alimentar, o que, além de grave, torna-se um problema inconstitucional. Com efeito, evidencia-se a necessidade de promover melhorias no que tange à questão da fome, que persiste influenciada por condições financeiras instáveis, além de questões políticas.', 'Em primeiro plano, evidencia-se que o aspecto econômico é um grande responsável pela complexidade do problema. O setor da população que está inserido no contexto da desnutrição,\xa0 não possui acesso aos alimentos ou a perspectiva de melhoria de vida, segundo Graziano, engenheiro agrônomo e ex-diretor da FAO . Por conseguinte, a problemática torna-se cada vez mais intrínseca ao cenário da pobreza.', 'Além disso, cabe ressaltar que a insuficiência de leis\xa0é um forte empecilho para a resolução do problema. Conforme Aristóteles, a política tem como função preservar o afeto entre os indivíduos de uma sociedade. Contrariamente, no Brasil, a fome não encontra o respaldo político necessário para ser solucionado, o que dificulta a superação desta dificuldade . Ademais, a fala do atual presidente Bolsonaro revela o teor do conhecimento do poder Executivo acerca da realidade do país.', 'Torna-se evidente, portanto, que os caminhos para a luta contra a desnutrição no Brasil apresentam entraves que necessitam ser revertidos. Logo, é necessário que as famílias, em parceria com a liderança dos bairros, exijam do poder público o cumprimento do direito supracitado. Essa exigência deve se dar por meio da produção de ofícios e cartas de reclamação coletivos, com a descrição de relatos de pessoas da comunidade que sofrem com esse problema, a serem entregues nas prefeituras, para que os princípios constitucionais sejam cumpridos. A partir dessas ações, espera-se promover a construção de um Brasil melhor.']","[160, 160, 120, 120, 120]",680
69,,"['O uso de defensivos agrícolas representou o fim de uma teoria, proposta por Thomas Malthus, que afirmava que a população estava crescendo mais rápido do que a produção de alimentos, assim haveria perdas de vida devido à fome. Atualmente\xa0estamos\xa0\xa0perdendo vidas devido à intoxicação ocasionada pelo excesso de produtos químicos usados nas plantações.', 'Os pesticidas têm causando danos de grandes proporções à pessoa que aplica que muitas vezes ignora as recomendações do rótulo e faz uso excessivo do produto na plantação, o mesmo\xa0\xa0não age em uma praga específica, age também em espécies benéficas, como as abelhas, que são responsáveis pela polinização.', 'Ao redor do mundo temse falado no extermínio das abelhas, elas desempenham um papel importante na reprodução das plantas trabalho esse que seria inviável se feito manualmente. Sem as abelhas o custo de produção seria maior e fala-se, inclusive, em crise alimentar.', 'Fazendo um comparativo das legislações europeia e brasileira, vemos\xa0\xa0que a nossa é menos rigorosa,\xa0 por ser flexível em relação ao uso de químicos que são proibidos em outras nações mais desenvolvidas. O setor agrícola e ambiental brasileiro vive em conflito, o primeiro ignora o segundo focando no enriquecimento e despreza os prejuízos que podem causar ao meio ambiente e consumidor .', 'Portanto precisamos\xa0\xa0de mais engajamento político e diálogo sobre as legislações no campo, buscando ser mais transparente para a sociedade. Ministrar curso para o agricultor, falar dos riscos provocados pela exposição aos agrotóxicos como câncer, depressão \xa0e dos prejuízos ambientais como a poluição dos lençóis freáticos e extermínios de insetos benéficos à plantação.']","[120, 120, 80, 120, 80]",520
48,Saúde Pública x pandemia,"['No panorama atual comenta-se com frequência a respeito do SUS (Sistema Único de Saúde), por decorrência da pandemia do novo oronavírus. Diante desse cenário ouve uma sobrecarga em um sistema que mesmo antes, já vinha demonstrando várias falhas.', 'A principio é necessário frisar que, o SUS é muito importante, pois em um país com mais de 200 milhões de pessoas, mais da metade depende exclusivamente dele para ter acesso desde simples procedimentos como: exames, consultas, até importantes, como: cirurgias para transplantes, vacina, entre outros , que ajudam a prevenir doenças e salvar vidas.', 'Em segundo lugar, vale destacar que ele enfrenta vários desafios diariamente, antes mesmo da sobrecarga ocorrida pelo COVID-19, já era possível percebe-los, por exemplo: na demora em conseguir marcar consultas, exames, na falta de médicos, enfermeiros, remédios, falta de estrutura entre outros, nas unidades de saúde publicas.', 'Portanto, para que haja uma melhora no cumprimento desses serviços prestados pelo SUS, precisa-se que ocorra uma intervenção do inistério da aúde para que através dele, sejam elaborados mais projetos de leis que ajudem a agilizar o atendimento das pessoas e\xa0 por sua vez também a valorização do profissional de saúde, assim diminuiriam as filas de espera e tornaria mais rápido o diagnóstico de doenças.']","[160, 120, 120, 200, 120]",720
64,"Educação sexual, o tabu!","['O tabu das aulas de educação sexual nas escolas é muito visto ainda por pais e professores, que não veem necessidade nela e acham que pode\xa0causar uma vida sexual precoce no jovem', 'Ter essa aula não irá conduzir o jovem a ter uma vida sexual , por muitas vezes é considerada chata\xa0 essa aula,\xa0por pensarem que irá ter algum conteúdo erótico, onde na verdade não existe. Nessa aula o aluno aprende sobre seu corpo e como defend-lo de doenças, sobre métodos contraceptivos entre outras coisas.', 'Mas infelizmente é visível como a vida sexual dos jovens atualmente é ""ativada"" precocemente por decisão deles mesmos, tendo isso em vista é necessári\xa0essa aula, pois embora ativ\xa0sua vida sexual, pouco se sabe sobre o assunto sexo, não sabem se quer qual a necessidade do uso da camisinha ou oque é, e porque usa os anticoncepcionais, ou se conhecem pensam que só exite a camisinha e o anticoncepcional oque não é verdade . É necessário ter uma educação sexual, e que os pais façam parte também desse ensinamento, que aja intimidade entre pais e filhos para que caso ocorra algo no futuro os filhos falem com seus pais sem medo.', 'Por fim essa aula não ir\xa0prejudicar nem adiantar o jovem sexualmente, somente ajud-lo tenha ele sua vida já ativada ou não.']","[120, 120, 120, 120, 80]",560
47,Sou Mil PE,"['Por conta da pandemia de oronavirus o isolamento social começou a fazer parte da rotina de milhões de brasileiros, principalmente os jovens que frequentam as escolas e universidades. Assim, a Educação a istância(EAD) foi a forma encontrada pelas instituições públicas de ensino para resolver o problema da falta de aula presencial. Porém, EAD vem sofrendo bastante com os desafios, tais como a democratização do acesso à nternet e a falta de experiência dos alunos com as tecnologias utilizadas por eles no estudo.', 'A priori, é importante destacar que grande parte dos jovens brasileiros não possuem acesso à nternet, o que se torna um problema para as escolas que passaram a trabalhar com EAD. Por esse motivo, a eficácia do programa acaba se tornando baixa, visto que não atende todos de forma igualitária. Portanto, seguindo a onstituição Federal brasileira que diz que a educação é direito de todos , fica evidente que essa forma de lecionar é falha e não respeita as normas do Estado.', 'Ademais, também é fato que muitos alunos sentem dificuldades com o manuseio dos celulares e computadores utilizados pelos professores no ensinamento à distância. Logo, esse é mais um motivo que comprova que o EAD ainda precisa resolver vários problemas que impedem seu funcionamento. Posto isso, pode se citar como exemplo os povoados do sertão nordestino que receberam o acesso à nternet. Entretanto , muitos não conseguiram ainda se adaptar com a nova tecnologia.', 'Destarte, é substancial que o Governo melhore o EAD para que ele se torne acessível a todos os jovens. Para isso, o Governo Federal deve disponibilizar para os estudantes, que não possuem boas condições financeiras, um valor mensal destinado ao pagamento de planos de internet. Com isso, os jovens que não possuem rede Wi-Fi em casa,\xa0 terão a chance de acessar as aulas online. Além disso, o Ministério da Educação deve enviar, aos que preferirem, as atividades impressas e os livros utilizados para pesquisas. Com essas medidas, a Educação a Distância irá se tornar mais eficaz e fará com que o isolamento social não interfira no aprendizado.']","[160, 160, 160, 160, 160]",800
85,Inserção popular no meio político,"[""Os cidadãos vêm, ao longo do tempo, lutando por uma maior legitimidade política. A exemplo disso, pode-se citar a Revolução Francesa, que teve como base a liderança popular. Já no Brasil, no ano de 1988, foi promulgada uma nova Constituição, que validou a intervenção popular no meio político. Assim, resta à sociedade saber ministrar esse 'instrumento' estabelecido pela instituição ."", 'Deste modo, foi concebida aos cidadãos a participação direta na política por intermédio da lei de iniciativa popular, além de outros recursos. Todavia, os organizadores da iniciativa encaram grandes desafios, devido a grande burocracia para ratificar algum projeto. Junto a isso, deve ser criado um abaixo-assinado, para assim, o plano ser avaliado no Congresso Nacional. Esses fatos em conjunto, muitas vezes, desanimam a população de lutarem pela aprovação do esquema, criando uma barreira entre o povo e a política.', 'No entanto, segundo as estatísticas, os planos de iniciativa popular têm aumentado gradualmente no Brasil. Pode-se citar a\xa0Lei\xa0da Ficha Limpa, que foi validada pelo Congresso. Contudo, a Constituição deve ser aperfeiçoada, abrangendo os projetos populares em uma maior escala,afim de promover uma maior inserção do povo sobre o campo político.', 'Além disso, para aumentar cada vez mais a edificação de projetos político-sociais\xa0da população, devem ser difundidos debates e palestras, orientando os cidadãos a melhor usufruírem do instrumento em questão. Ademais, com o auxílio de campanhas midiáticas, os planos elaborados devem ser disseminados para toda a sociedade, com o propósito de criar discussões e críticas construtivas pertinentes ao assunto.']","[120, 80, 160, 160, 200]",720
24,"Em 1920, nos Estados Unidos","['Em 1920, nos Estados Unidos, entrava em vigor a Lei Seca. A legislação proibia o consumo de qualquer bebida que apresentasse determinado teor alcoólico. Inconformados , a população passou a buscar caminhos alternativos. O tráfico dos produtos através das máfias ascenderam . E resultou em um crescimento do índice de criminalidade no país. No Brasil contemporâneo a questão da violência ocasionada pelo tráfico de drogas ganha intenso debate : a proibição seria o caminho viável?', 'Em primeira instância, é válido notar que a violência gerada pelo tráfico é acentuada entre as classes menos favorecidas dentro da sociedade. Visto que a substância é um produto de luxo e sua comercialização submete-se a certas restrições que sejam rentáveis, acaba por provocar, muitas vezes, conflitos internos entre as partes envolvidas.', 'Ademais, além da proibição interferir nos direitos individuais de liberdade e escolha e gerar o genocídio da população carente, uma pesquisa divulgada pela Fundação Getúlio Vargas apontou que os consumidores padrões dessas tóxinas estão entre os homens com maior poder aquisitivo e que compõem a classe média alta. Longe da realidade das favelas.', 'Portanto, medidas são necessárias para resolver o impasse. Logo, a descriminalização da substância deve seguir em conformidade com algumas ações essenciais. Sendo assim, o ministério do trabalho e emprego deve criar políticas que gerem renda entre as populações carentes. Bem como o ministério da saúde em parceira com o MEC, deve promover e intensificar campanhas que instruem o uso optativo e consciente de drogas. Por fim, o governo deve gerar impostos sobre os produtos afim de auxiliar no desenvolvimento social e econômico do país.']","[120, 80, 80, 80, 80]",440
